date,name,category,value
2014-01-01,Brazil,South America,2.51459195963426
2014-01-01,Canada,North America,15.8521772244521
2014-01-01,China,Asia,7.30471287157582
2014-01-01,France,Europe,4.61480713608279
2014-01-01,Germany,Europe,9.08852776834501
2014-01-01,India,Asia,1.64246527737333
2014-01-01,Indonesia,Asia,1.89142782676209
2014-01-01,Iran,Asia,7.57057831407027
2014-01-01,Italy,Europe,5.38744255964141
2014-01-01,Japan,Asia,9.56430591784783
2014-01-01,Republic of Korea,Asia,11.5887156236236
2014-01-01,Mexico,South America,3.8923552480392
2014-01-01,Russia,Europe,11.2082077063911
2014-01-01,Saudi Arabia,Asia,16.8252361265938
2014-01-01,Spain,Europe,5.20600921471327
2014-01-01,Turkey,Asia,4.37411896621922
2014-01-01,United Kingdom,Europe,6.43334699951386
2014-01-01,United States,North America,16.0409167568247
2015-01-01,Argentina,South America,4.30191380564475
2015-01-01,Australia,Oceania,16.1984582210401
2015-01-01,Brazil,South America,2.36536062099671
2015-01-01,Canada,North America,15.6499072848632
2015-01-01,China,Asia,7.14513153508327
2015-01-01,France,Europe,4.67593508663906
2015-01-01,Germany,Europe,9.08734480366678
2015-01-01,India,Asia,1.63132348717228
2015-01-01,Indonesia,Asia,1.88756448144649
2015-01-01,Iran,Asia,7.32579213851096
2015-01-01,Italy,Europe,5.56329428886422
2015-01-01,Japan,Asia,9.26804964566898
2015-01-01,Republic of Korea,Asia,11.9146864937447
2015-01-01,Mexico,South America,3.92536832553423
2015-01-01,Russia,Europe,11.0520055015768
2015-01-01,Saudi Arabia,Asia,17.2577930743373
2015-01-01,Spain,Europe,5.5388552164426
2015-01-01,Turkey,Asia,4.43729766919889
2015-01-01,United Kingdom,Europe,6.15937636059612
2015-01-01,United States,North America,15.5600154435853
2016-01-01,Argentina,South America,4.20181586904703
2016-01-01,Australia,Oceania,16.3203306101751
2016-01-01,Brazil,South America,2.16125984748939
2016-01-01,Canada,North America,15.4218225254765
2016-01-01,China,Asia,7.10547993572515
2016-01-01,France,Europe,4.70347567349874
2016-01-01,Germany,Europe,9.07297238768971
2016-01-01,India,Asia,1.63991401876928
2016-01-01,Indonesia,Asia,1.84830385185678
2016-01-01,Iran,Asia,7.28896617589145
2016-01-01,Italy,Europe,5.49824437749353
2016-01-01,Japan,Asia,9.16671440712644
2016-01-01,Republic of Korea,Asia,12.0162045997951
2016-01-01,Mexico,South America,3.92032302445388
2016-01-01,Russia,Europe,10.8874269283473
2016-01-01,Saudi Arabia,Asia,16.795103103967
2016-01-01,Spain,Europe,5.34058533869093
2016-01-01,Turkey,Asia,4.64578888358508
2016-01-01,United Kingdom,Europe,5.82450269116313
2016-01-01,United States,North America,15.1498827249693
2017-01-01,Argentina,South America,4.07011168693629
2017-01-01,Australia,Oceania,16.1480905133657
2017-01-01,Brazil,South America,2.18548661863967
2017-01-01,Canada,North America,15.5471947150649
2017-01-01,China,Asia,7.22616015441748
2017-01-01,France,Europe,4.74791692880333
2017-01-01,Germany,Europe,8.8583445114547
2017-01-01,India,Asia,1.70492672078233
2017-01-01,Indonesia,Asia,1.94857443086369
2017-01-01,Iran,Asia,7.41290262847642
2017-01-01,Italy,Europe,5.43791206092819
2017-01-01,Japan,Asia,9.06369120751032
2017-01-01,Republic of Korea,Asia,12.1914934200949
2017-01-01,Mexico,South America,3.86275941197886
2017-01-01,Russia,Europe,11.0351992095822
2017-01-01,Saudi Arabia,Asia,16.0777919021258
2017-01-01,Spain,Europe,5.68159077854133
2017-01-01,Turkey,Asia,5.09317926925561
2017-01-01,United Kingdom,Europe,5.55329149720857
2017-01-01,United States,North America,14.8232454359428
2018-01-01,Argentina,South America,3.97565074444479
2018-01-01,Australia,Oceania,15.8635624340846
2018-01-01,Brazil,South America,2.06426147881772
2018-01-01,Canada,North America,15.6366541621759
2018-01-01,China,Asia,7.53319313353674
2018-01-01,France,Europe,4.57051742845134
2018-01-01,Germany,Europe,8.53704268780674
2018-01-01,India,Asia,1.79559529858433
2018-01-01,Indonesia,Asia,2.12683683837158
2018-01-01,Iran,Asia,7.44512790495015
2018-01-01,Italy,Europe,5.37694036055885
2018-01-01,Japan,Asia,8.76197885041518
2018-01-01,Republic of Korea,Asia,12.2164561683734
2018-01-01,Mexico,South America,3.58748930492536
2018-01-01,Russia,Europe,11.4965712497165
2018-01-01,Saudi Arabia,Asia,15.0655004937014
2018-01-01,Spain,Europe,5.52105983547843
2018-01-01,Turkey,Asia,5.00078952480992
2018-01-01,United Kingdom,Europe,5.42512840439105
2018-01-01,United States,North America,15.2225180998504
2019-01-01,Argentina,South America,3.74202981162433
2019-01-01,Australia,Oceania,15.595726745355
2019-01-01,Brazil,South America,2.05077012882977
2019-01-01,Canada,North America,15.0527469447143
2019-01-01,China,Asia,7.64543578560038
2019-01-01,France,Europe,4.46016494835631
2019-01-01,Germany,Europe,7.9271876239049
2019-01-01,India,Asia,1.75253436625037
2019-01-01,Indonesia,Asia,2.24528577070833
2019-01-01,Iran,Asia,7.22298000274987
2019-01-01,Italy,Europe,5.31103098673157
2019-01-01,Japan,Asia,8.47840057488964
2019-01-01,Republic of Korea,Asia,11.8252835873752
2019-01-01,Mexico,South America,3.6121651406375
2019-01-01,Russia,Europe,11.7971941673637
2019-01-01,Saudi Arabia,Asia,14.7030166496769
2019-01-01,Spain,Europe,5.13179880095904
2019-01-01,Turkey,Asia,4.77677115377788
